genre_combination,label_count,movie_count,percent
Drama + Thriller + Crime + Biography + War + History,6,5,0.01926114257097731
Animation,1,4,0.015408914056781848
Adventure + War,2,4,0.015408914056781848
Biography + Music,2,4,0.015408914056781848
Crime + Western,2,4,0.015408914056781848
Documentary + Sci-Fi,2,4,0.015408914056781848
Family + Musical,2,4,0.015408914056781848
History + Western,2,4,0.015408914056781848
Music + Western,2,4,0.015408914056781848
Mystery + Western,2,4,0.015408914056781848
Thriller + Adventure,2,4,0.015408914056781848
War + History,2,4,0.015408914056781848
Action + Adventure + Family,3,4,0.015408914056781848
Action + Adventure + History,3,4,0.015408914056781848
Action + Sci-Fi + Sport,3,4,0.015408914056781848
Comedy + Adventure + Horror,3,4,0.015408914056781848
Comedy + Crime + Horror,3,4,0.015408914056781848
Comedy + Crime + Musical,3,4,0.015408914056781848
Comedy + Family + Western,3,4,0.015408914056781848
Comedy + Mystery + Fantasy,3,4,0.015408914056781848
Comedy + Romance + Biography,3,4,0.015408914056781848
Comedy + Romance + Horror,3,4,0.015408914056781848
Comedy + Sci-Fi + Musical,3,4,0.015408914056781848
Crime + Action + Adventure,3,4,0.015408914056781848
Crime + Horror + Sci-Fi,3,4,0.015408914056781848
Documentary + Family + Biography,3,4,0.015408914056781848
Documentary + Family + Musical,3,4,0.015408914056781848
Drama + Action + Fantasy,3,4,0.015408914056781848
Drama + Animation + Short,3,4,0.015408914056781848
Drama + Biography + Musical,3,4,0.015408914056781848
Drama + Crime + Documentary,3,4,0.015408914056781848
Drama + Documentary + Sport,3,4,0.015408914056781848
Drama + Family + Biography,3,4,0.015408914056781848
Drama + Family + Western,3,4,0.015408914056781848
Drama + Fantasy + Animation,3,4,0.015408914056781848
Drama + Fantasy + Musical,3,4,0.015408914056781848
Drama + Fantasy + War,3,4,0.015408914056781848
Drama + History + Music,3,4,0.015408914056781848
Drama + Thriller + Music,3,4,0.015408914056781848
Fantasy + Animation + Short,3,4,0.015408914056781848
Romance + Adventure + Sci-Fi,3,4,0.015408914056781848
Romance + Horror + Fantasy,3,4,0.015408914056781848
Romance + Horror + Sci-Fi,3,4,0.015408914056781848
Romance + Thriller + Crime,3,4,0.015408914056781848
Thriller + Horror + Western,3,4,0.015408914056781848
Action + Adventure + Family + Animation,4,4,0.015408914056781848
Action + Adventure + Sci-Fi + Family,4,4,0.015408914056781848
Action + Adventure + War + History,4,4,0.015408914056781848
Adventure + Sci-Fi + Family + Animation,4,4,0.015408914056781848
Adventure + Sci-Fi + Fantasy + Animation,4,4,0.015408914056781848
Comedy + Action + Adventure + Family,4,4,0.015408914056781848
Comedy + Action + Adventure + Western,4,4,0.015408914056781848
Comedy + Action + Sci-Fi + Fantasy,4,4,0.015408914056781848
Comedy + Fantasy + Family + Musical,4,4,0.015408914056781848
Comedy + Romance + Action + Fantasy,4,4,0.015408914056781848
Documentary + Biography + War + History,4,4,0.015408914056781848
Drama + Action + Adventure + Family,4,4,0.015408914056781848
Drama + Action + Biography + Sport,4,4,0.015408914056781848
Drama + Adventure + Family + Animation,4,4,0.015408914056781848
Drama + Adventure + Mystery + Fantasy,4,4,0.015408914056781848
Drama + Adventure + Sci-Fi + Fantasy,4,4,0.015408914056781848
Drama + Comedy + Crime + Adventure,4,4,0.015408914056781848
Drama + Comedy + Crime + Music,4,4,0.015408914056781848
Drama + Comedy + Documentary + Biography,4,4,0.015408914056781848
Drama + Comedy + Documentary + Music,4,4,0.015408914056781848
Drama + Comedy + Music + Musical,4,4,0.015408914056781848
Drama + Comedy + Romance + Action,4,4,0.015408914056781848
Drama + Comedy + Romance + History,4,4,0.015408914056781848
Drama + Crime + Horror + Mystery,4,4,0.015408914056781848
Drama + Horror + Mystery + Fantasy,4,4,0.015408914056781848
Drama + Romance + Family + Musical,4,4,0.015408914056781848
Drama + Romance + Fantasy + Family,4,4,0.015408914056781848
Drama + Romance + Mystery + Music,4,4,0.015408914056781848
Drama + Romance + War + Western,4,4,0.015408914056781848
Drama + Thriller + Action + Mystery,4,4,0.015408914056781848
Drama + Thriller + Adventure + Horror,4,4,0.015408914056781848
Drama + Thriller + Crime + Adventure,4,4,0.015408914056781848
Drama + Thriller + Crime + War,4,4,0.015408914056781848
Romance + Fantasy + Family + Animation,4,4,0.015408914056781848
Thriller + Action + Adventure + Horror,4,4,0.015408914056781848
Thriller + Horror + Sci-Fi + Fantasy,4,4,0.015408914056781848
Action + Adventure + Sci-Fi + Family + Animation,5,4,0.015408914056781848
Adventure + Sci-Fi + Fantasy + Family + Animation,5,4,0.015408914056781848
Comedy + Adventure + Family + Animation + Short,5,4,0.015408914056781848
Comedy + Adventure + Family + Animation + Sport,5,4,0.015408914056781848
Comedy + Adventure + Family + Music + Animation,5,4,0.015408914056781848
Comedy + Adventure + Fantasy + Family + Musical,5,4,0.015408914056781848
Comedy + Adventure + Sci-Fi + Fantasy + Family,5,4,0.015408914056781848
Comedy + Romance + Action + Adventure + Family,5,4,0.015408914056781848
Comedy + Romance + Family + Animation + Short,5,4,0.015408914056781848
Drama + Action + Adventure + Biography + History,5,4,0.015408914056781848
Drama + Comedy + Romance + Family + Musical,5,4,0.015408914056781848
Drama + Comedy + Romance + Thriller + Action,5,4,0.015408914056781848
Drama + Comedy + Sci-Fi + Fantasy + Animation,5,4,0.015408914056781848
Drama + Romance + Action + Adventure + Western,5,4,0.015408914056781848
Drama + Romance + Crime + Mystery + Film-Noir,5,4,0.015408914056781848
Drama + Thriller + Action + Adventure + Sci-Fi,5,4,0.015408914056781848
Drama + Thriller + Action + Horror + Sci-Fi,5,4,0.015408914056781848
Drama + Thriller + Action + Sci-Fi + Fantasy,5,4,0.015408914056781848
Drama + Thriller + Crime + Action + War,5,4,0.015408914056781848
Drama + Thriller + Crime + Horror + Biography,5,4,0.015408914056781848
Romance + Thriller + Crime + Action + Mystery,5,4,0.015408914056781848
Thriller + Crime + Action + Adventure + Mystery,5,4,0.015408914056781848
Thriller + Crime + Action + Horror + Sci-Fi,5,4,0.015408914056781848
Thriller + Crime + Action + Sci-Fi + Animation,5,4,0.015408914056781848
Comedy + Romance + Adventure + Fantasy + Family + Animation,6,4,0.015408914056781848
Drama + Comedy + Thriller + Crime + Horror + Mystery,6,4,0.015408914056781848
Action + History,2,3,0.011556685542586386
Action + Short,2,3,0.011556685542586386
Biography + Western,2,3,0.011556685542586386
Crime + Sci-Fi,2,3,0.011556685542586386
Documentary + Animation,2,3,0.011556685542586386
Family + Western,2,3,0.011556685542586386
Fantasy + Animation,2,3,0.011556685542586386
Horror + War,2,3,0.011556685542586386
Music + Short,2,3,0.011556685542586386
Musical + Western,2,3,0.011556685542586386
Romance + Documentary,2,3,0.011556685542586386
Romance + Short,2,3,0.011556685542586386
Sci-Fi + Animation,2,3,0.011556685542586386
Sci-Fi + Fantasy,2,3,0.011556685542586386
Sci-Fi + Short,2,3,0.011556685542586386
Action + War + History,3,3,0.011556685542586386
Adventure + Documentary + Biography,3,3,0.011556685542586386
Adventure + Documentary + Sport,3,3,0.011556685542586386
Adventure + Mystery + Sci-Fi,3,3,0.011556685542586386
Adventure + Sci-Fi + Animation,3,3,0.011556685542586386
Adventure + War + Western,3,3,0.011556685542586386
Comedy + Action + Animation,3,3,0.011556685542586386
Comedy + Action + War,3,3,0.011556685542586386
Comedy + Adventure + Animation,3,3,0.011556685542586386
Comedy + Adventure + History,3,3,0.011556685542586386
Comedy + Adventure + Musical,3,3,0.011556685542586386
Comedy + Adventure + Sport,3,3,0.011556685542586386
Comedy + Adventure + War,3,3,0.011556685542586386
Comedy + Adventure + Western,3,3,0.011556685542586386
Comedy + Documentary + War,3,3,0.011556685542586386
Comedy + Fantasy + Music,3,3,0.011556685542586386
Comedy + Horror + Music,3,3,0.011556685542586386
Comedy + Horror + Short,3,3,0.011556685542586386
Comedy + Music + Musical,3,3,0.011556685542586386
Comedy + Musical + Western,3,3,0.011556685542586386
Comedy + Romance + Short,3,3,0.011556685542586386
Comedy + Thriller + Sci-Fi,3,3,0.011556685542586386
Comedy + Western + Short,3,3,0.011556685542586386
Documentary + Biography + Short,3,3,0.011556685542586386
Drama + Action + Biography,3,3,0.011556685542586386
Drama + Crime + Western,3,3,0.011556685542586386
Drama + Documentary + Music,3,3,0.011556685542586386
Drama + Family + Animation,3,3,0.011556685542586386
Drama + Family + Musical,3,3,0.011556685542586386
Drama + Fantasy + History,3,3,0.011556685542586386
Drama + Mystery + Film-Noir,3,3,0.011556685542586386
Drama + Romance + Short,3,3,0.011556685542586386
Drama + Sci-Fi + Animation,3,3,0.011556685542586386
Drama + War + Music,3,3,0.011556685542586386
Family + Animation + Musical,3,3,0.011556685542586386
Family + Music + Animation,3,3,0.011556685542586386
Fantasy + Family + Musical,3,3,0.011556685542586386
Horror + Animation + Short,3,3,0.011556685542586386
Romance + Adventure + Family,3,3,0.011556685542586386
Romance + Adventure + History,3,3,0.011556685542586386
Romance + Fantasy + Musical,3,3,0.011556685542586386
Romance + Musical + Western,3,3,0.011556685542586386
Romance + Thriller + Sci-Fi,3,3,0.011556685542586386
Thriller + Action + War,3,3,0.011556685542586386
Action + Horror + Fantasy + Animation,4,3,0.011556685542586386
Comedy + Action + Fantasy + Family,4,3,0.011556685542586386
Comedy + Action + Horror + Short,4,3,0.011556685542586386
Comedy + Adventure + Family + Sport,4,3,0.011556685542586386
Comedy + Adventure + Sci-Fi + Family,4,3,0.011556685542586386
Comedy + Adventure + Sci-Fi + Fantasy,4,3,0.011556685542586386
Comedy + Crime + Adventure + Fantasy,4,3,0.011556685542586386
Comedy + Family + Animation + Sport,4,3,0.011556685542586386
Comedy + Horror + Mystery + Fantasy,4,3,0.011556685542586386
Comedy + Romance + Action + Mystery,4,3,0.011556685542586386
Comedy + Romance + Adventure + War,4,3,0.011556685542586386
Comedy + Romance + Crime + Adventure,4,3,0.011556685542586386
Comedy + Romance + Crime + Family,4,3,0.011556685542586386
Comedy + Romance + Family + Music,4,3,0.011556685542586386
Comedy + Romance + Family + Musical,4,3,0.011556685542586386
Comedy + Romance + Sci-Fi + Animation,4,3,0.011556685542586386
Comedy + Romance + Thriller + Mystery,4,3,0.011556685542586386
Comedy + Sci-Fi + Animation + Short,4,3,0.011556685542586386
Comedy + Sci-Fi + Fantasy + Family,4,3,0.011556685542586386
Comedy + Thriller + Crime + Adventure,4,3,0.011556685542586386
Documentary + Family + Biography + History,4,3,0.011556685542586386
Drama + Action + Adventure + Biography,4,3,0.011556685542586386
Drama + Action + Family + Sport,4,3,0.011556685542586386
Drama + Action + Fantasy + War,4,3,0.011556685542586386
Drama + Adventure + Family + History,4,3,0.011556685542586386
Drama + Adventure + Horror + Sci-Fi,4,3,0.011556685542586386
Drama + Biography + History + Sport,4,3,0.011556685542586386
Drama + Biography + War + Animation,4,3,0.011556685542586386
Drama + Comedy + Action + Adventure,4,3,0.011556685542586386
Drama + Comedy + Crime + War,4,3,0.011556685542586386
Drama + Comedy + Family + Animation,4,3,0.011556685542586386
Drama + Comedy + Fantasy + Animation,4,3,0.011556685542586386
Drama + Comedy + Sci-Fi + Fantasy,4,3,0.011556685542586386
Drama + Comedy + Thriller + Horror,4,3,0.011556685542586386
Drama + Comedy + Thriller + Sci-Fi,4,3,0.011556685542586386
Drama + Crime + Action + Mystery,4,3,0.011556685542586386
Drama + Crime + Action + Sport,4,3,0.011556685542586386
Drama + Crime + Action + Western,4,3,0.011556685542586386
Drama + Documentary + Biography + History,4,3,0.011556685542586386
Drama + Documentary + Family + Biography,4,3,0.011556685542586386
Drama + Family + Biography + History,4,3,0.011556685542586386
Drama + Romance + Fantasy + Musical,4,3,0.011556685542586386
Drama + Romance + History + Western,4,3,0.011556685542586386
Drama + Romance + Mystery + War,4,3,0.011556685542586386
Drama + Romance + Sci-Fi + Short,4,3,0.011556685542586386
Drama + Romance + Thriller + Adventure,4,3,0.011556685542586386
Drama + Romance + Thriller + Film-Noir,4,3,0.011556685542586386
Drama + Romance + Thriller + History,4,3,0.011556685542586386
Drama + Thriller + Action + History,4,3,0.011556685542586386
Drama + Thriller + Adventure + History,4,3,0.011556685542586386
Drama + Thriller + Adventure + War,4,3,0.011556685542586386
Drama + Thriller + Crime + Sci-Fi,4,3,0.011556685542586386
Family + Music + Animation + Short,4,3,0.011556685542586386
Fantasy + Family + Animation + Short,4,3,0.011556685542586386
Fantasy + Family + Music + Animation,4,3,0.011556685542586386
Romance + Action + Adventure + Sci-Fi,4,3,0.011556685542586386
Romance + Action + Adventure + Western,4,3,0.011556685542586386
Romance + Family + Animation + Musical,4,3,0.011556685542586386
Thriller + Action + Horror + Mystery,4,3,0.011556685542586386
Thriller + Adventure + Horror + Mystery,4,3,0.011556685542586386
Comedy + Action + Adventure + Sci-Fi + Fantasy,5,3,0.011556685542586386
Comedy + Crime + Adventure + Mystery + Family,5,3,0.011556685542586386
Comedy + Family + Animation + Musical + Short,5,3,0.011556685542586386
Comedy + Romance + Adventure + Fantasy + Animation,5,3,0.011556685542586386
Comedy + Romance + Adventure + Fantasy + Musical,5,3,0.011556685542586386
Comedy + Romance + Adventure + Sci-Fi + Family,5,3,0.011556685542586386
Comedy + Romance + Family + Music + Musical,5,3,0.011556685542586386
Drama + Action + Adventure + Sci-Fi + Animation,5,3,0.011556685542586386
Drama + Adventure + Fantasy + Family + Animation,5,3,0.011556685542586386
Drama + Adventure + War + History + Western,5,3,0.011556685542586386
Drama + Comedy + Action + Adventure + War,5,3,0.011556685542586386
Drama + Comedy + Family + Animation + Musical,5,3,0.011556685542586386
Drama + Comedy + Romance + Adventure + Family,5,3,0.011556685542586386
Drama + Comedy + Romance + Biography + History,5,3,0.011556685542586386
Drama + Comedy + Romance + Crime + Music,5,3,0.011556685542586386
Drama + Crime + Biography + History + Western,5,3,0.011556685542586386
Drama + Romance + Action + Adventure + History,5,3,0.011556685542586386
Drama + Romance + Action + War + History,5,3,0.011556685542586386
Drama + Romance + Crime + Biography + History,5,3,0.011556685542586386
Drama + Romance + Thriller + Action + Adventure,5,3,0.011556685542586386
Drama + Romance + Thriller + Crime + Music,5,3,0.011556685542586386
Drama + Romance + Thriller + Mystery + Film-Noir,5,3,0.011556685542586386
Drama + Romance + Thriller + Mystery + Sci-Fi,5,3,0.011556685542586386
Drama + Romance + War + History + Western,5,3,0.011556685542586386
Drama + Thriller + Action + Mystery + War,5,3,0.011556685542586386
Drama + Thriller + Crime + Action + Horror,5,3,0.011556685542586386
Drama + Thriller + Crime + Biography + History,5,3,0.011556685542586386
Drama + Thriller + Crime + Mystery + Fantasy,5,3,0.011556685542586386
Drama + Thriller + Mystery + Sci-Fi + Fantasy,5,3,0.011556685542586386
Romance + Adventure + Fantasy + Family + Animation,5,3,0.011556685542586386
Romance + Thriller + Action + Adventure + Sci-Fi,5,3,0.011556685542586386
Romance + Thriller + Crime + Mystery + Film-Noir,5,3,0.011556685542586386
Thriller + Action + Adventure + Mystery + Sci-Fi,5,3,0.011556685542586386
Thriller + Action + Adventure + Sci-Fi + Animation,5,3,0.011556685542586386
Thriller + Action + Horror + Mystery + Sci-Fi,5,3,0.011556685542586386
Thriller + Action + Horror + Sci-Fi + Animation,5,3,0.011556685542586386
Comedy + Action + Adventure + Sci-Fi + Fantasy + Animation,6,3,0.011556685542586386
Comedy + Adventure + Sci-Fi + Fantasy + Family + Animation,6,3,0.011556685542586386
Comedy + Romance + Fantasy + Family + Animation + Musical,6,3,0.011556685542586386
Thriller + Action + Adventure + Horror + Sci-Fi + Fantasy,6,3,0.011556685542586386
Comedy + Romance + Adventure + Fantasy + Family + Animation + Musical,7,3,0.011556685542586386
Action + Animation,2,2,0.007704457028390924
Action + Mystery,2,2,0.007704457028390924
Adventure + Mystery,2,2,0.007704457028390924
Documentary + Musical,2,2,0.007704457028390924
Documentary + Mystery,2,2,0.007704457028390924
Documentary + Western,2,2,0.007704457028390924
Fantasy + Short,2,2,0.007704457028390924
Horror + Music,2,2,0.007704457028390924
Horror + Musical,2,2,0.007704457028390924
Music + Animation,2,2,0.007704457028390924
Mystery + Film-Noir,2,2,0.007704457028390924
Romance + Action,2,2,0.007704457028390924
Romance + Crime,2,2,0.007704457028390924
Romance + Music,2,2,0.007704457028390924
Romance + Mystery,2,2,0.007704457028390924
Sci-Fi + Music,2,2,0.007704457028390924
Thriller + Documentary,2,2,0.007704457028390924
Thriller + Fantasy,2,2,0.007704457028390924
War + Western,2,2,0.007704457028390924
Action + Adventure + Animation,3,2,0.007704457028390924
Action + Adventure + Horror,3,2,0.007704457028390924
Action + Biography + Western,3,2,0.007704457028390924
Action + Fantasy + Western,3,2,0.007704457028390924
Action + Sci-Fi + Short,3,2,0.007704457028390924
Action + War + Western,3,2,0.007704457028390924
Adventure + Documentary + Short,3,2,0.007704457028390924
Adventure + Family + Musical,3,2,0.007704457028390924
Adventure + Family + Western,3,2,0.007704457028390924
Adventure + Horror + Mystery,3,2,0.007704457028390924
Adventure + War + History,3,2,0.007704457028390924
Comedy + Adventure + Music,3,2,0.007704457028390924
Comedy + Adventure + Mystery,3,2,0.007704457028390924
Comedy + Animation + Musical,3,2,0.007704457028390924
Comedy + Crime + Sport,3,2,0.007704457028390924
Comedy + Documentary + Short,3,2,0.007704457028390924
Comedy + Fantasy + Short,3,2,0.007704457028390924
Comedy + Horror + Documentary,3,2,0.007704457028390924
Comedy + Horror + Musical,3,2,0.007704457028390924
Comedy + Music + Short,3,2,0.007704457028390924
Comedy + Romance + History,3,2,0.007704457028390924
Comedy + Sci-Fi + Animation,3,2,0.007704457028390924
Comedy + Sci-Fi + Music,3,2,0.007704457028390924
Comedy + Sci-Fi + Short,3,2,0.007704457028390924
Comedy + Thriller + Adventure,3,2,0.007704457028390924
Comedy + Thriller + Fantasy,3,2,0.007704457028390924
Crime + Action + Mystery,3,2,0.007704457028390924
Crime + Action + Sci-Fi,3,2,0.007704457028390924
Crime + Action + Western,3,2,0.007704457028390924
Crime + Documentary + War,3,2,0.007704457028390924
Crime + Horror + Fantasy,3,2,0.007704457028390924
Documentary + Family + Music,3,2,0.007704457028390924
Documentary + Family + Short,3,2,0.007704457028390924
Documentary + Music + Musical,3,2,0.007704457028390924
Documentary + Music + Short,3,2,0.007704457028390924
Documentary + Mystery + Biography,3,2,0.007704457028390924
Documentary + Mystery + History,3,2,0.007704457028390924
Documentary + War + Music,3,2,0.007704457028390924
Documentary + War + Short,3,2,0.007704457028390924
Drama + Adventure + Animation,3,2,0.007704457028390924
Drama + Adventure + Documentary,3,2,0.007704457028390924
Drama + Adventure + Horror,3,2,0.007704457028390924
Drama + Adventure + Mystery,3,2,0.007704457028390924
Drama + Adventure + Sport,3,2,0.007704457028390924
Drama + Animation + Musical,3,2,0.007704457028390924
Drama + Biography + Western,3,2,0.007704457028390924
Drama + Crime + Fantasy,3,2,0.007704457028390924
Drama + Crime + Horror,3,2,0.007704457028390924
Drama + Crime + Musical,3,2,0.007704457028390924
Drama + Crime + Short,3,2,0.007704457028390924
Drama + Documentary + Short,3,2,0.007704457028390924
Drama + Fantasy + Biography,3,2,0.007704457028390924
Drama + Horror + Short,3,2,0.007704457028390924
Drama + Horror + War,3,2,0.007704457028390924
Drama + Music + Animation,3,2,0.007704457028390924
Drama + Music + Sport,3,2,0.007704457028390924
Drama + Mystery + Biography,3,2,0.007704457028390924
Drama + Mystery + History,3,2,0.007704457028390924
Drama + Mystery + Music,3,2,0.007704457028390924
Drama + Sport + Film-Noir,3,2,0.007704457028390924
Drama + War + Western,3,2,0.007704457028390924
Fantasy + Family + Music,3,2,0.007704457028390924
Horror + Documentary + Short,3,2,0.007704457028390924
Mystery + Sci-Fi + Fantasy,3,2,0.007704457028390924
Romance + Action + Sci-Fi,3,2,0.007704457028390924
Romance + Adventure + Fantasy,3,2,0.007704457028390924
Romance + Crime + Film-Noir,3,2,0.007704457028390924
Romance + Crime + Mystery,3,2,0.007704457028390924
Romance + Mystery + Western,3,2,0.007704457028390924
Romance + Thriller + Action,3,2,0.007704457028390924
Romance + Thriller + War,3,2,0.007704457028390924
Romance + War + Musical,3,2,0.007704457028390924
Thriller + Action + History,3,2,0.007704457028390924
Thriller + Adventure + Fantasy,3,2,0.007704457028390924
Thriller + Adventure + Western,3,2,0.007704457028390924
Thriller + Crime + Adventure,3,2,0.007704457028390924
Thriller + Crime + Sci-Fi,3,2,0.007704457028390924
Thriller + Documentary + History,3,2,0.007704457028390924
Thriller + Horror + Music,3,2,0.007704457028390924
Thriller + Mystery + Fantasy,3,2,0.007704457028390924
Thriller + Mystery + Film-Noir,3,2,0.007704457028390924
Action + Adventure + Documentary + Sport,4,2,0.007704457028390924
Action + Adventure + Mystery + Sci-Fi,4,2,0.007704457028390924
Action + Adventure + Sci-Fi + War,4,2,0.007704457028390924
Action + Documentary + War + History,4,2,0.007704457028390924
Adventure + Documentary + Biography + Sport,4,2,0.007704457028390924
Adventure + Family + Animation + Short,4,2,0.007704457028390924
Adventure + Horror + Sci-Fi + Fantasy,4,2,0.007704457028390924
Adventure + Mystery + Family + Animation,4,2,0.007704457028390924
Comedy + Action + Adventure + Musical,4,2,0.007704457028390924
Comedy + Action + Adventure + War,4,2,0.007704457028390924
Comedy + Action + Sci-Fi + Family,4,2,0.007704457028390924
Comedy + Adventure + Fantasy + Animation,4,2,0.007704457028390924
Comedy + Adventure + Horror + Fantasy,4,2,0.007704457028390924
Comedy + Adventure + Horror + Sci-Fi,4,2,0.007704457028390924
Comedy + Crime + Action + Family,4,2,0.007704457028390924
Comedy + Crime + Action + Fantasy,4,2,0.007704457028390924
Comedy + Crime + Action + Mystery,4,2,0.007704457028390924
Comedy + Crime + Mystery + Musical,4,2,0.007704457028390924
Comedy + Documentary + Biography + History,4,2,0.007704457028390924
Comedy + Fantasy + Animation + Musical,4,2,0.007704457028390924
Comedy + Horror + Fantasy + Musical,4,2,0.007704457028390924
Comedy + Horror + Sci-Fi + Family,4,2,0.007704457028390924
Comedy + Romance + Action + Western,4,2,0.007704457028390924
Comedy + Romance + Adventure + Fantasy,4,2,0.007704457028390924
Comedy + Romance + Adventure + History,4,2,0.007704457028390924
Comedy + Romance + Adventure + Sci-Fi,4,2,0.007704457028390924
Comedy + Romance + Animation + Musical,4,2,0.007704457028390924
Comedy + Romance + Crime + Musical,4,2,0.007704457028390924
Comedy + Romance + Family + Sport,4,2,0.007704457028390924
Comedy + Romance + Fantasy + Musical,4,2,0.007704457028390924
Comedy + Romance + Horror + Musical,4,2,0.007704457028390924
Comedy + Romance + Music + Musical,4,2,0.007704457028390924
Comedy + Romance + Mystery + Fantasy,4,2,0.007704457028390924
Comedy + Romance + Sci-Fi + Musical,4,2,0.007704457028390924
Comedy + Sci-Fi + Family + Animation,4,2,0.007704457028390924
Comedy + Sci-Fi + Fantasy + Musical,4,2,0.007704457028390924
Comedy + Thriller + Fantasy + Family,4,2,0.007704457028390924
Crime + Documentary + Biography + History,4,2,0.007704457028390924
Crime + Documentary + Biography + Music,4,2,0.007704457028390924
Documentary + Biography + History + Sport,4,2,0.007704457028390924
Documentary + War + History + Animation,4,2,0.007704457028390924
Drama + Action + Adventure + Western,4,2,0.007704457028390924
Drama + Action + Documentary + Biography,4,2,0.007704457028390924
Drama + Adventure + Biography + War,4,2,0.007704457028390924
Drama + Adventure + Documentary + Sport,4,2,0.007704457028390924
Drama + Adventure + Family + Western,4,2,0.007704457028390924
Drama + Adventure + Mystery + Family,4,2,0.007704457028390924
Drama + Adventure + Mystery + History,4,2,0.007704457028390924
Drama + Biography + History + Western,4,2,0.007704457028390924
Drama + Biography + War + Sport,4,2,0.007704457028390924
Drama + Comedy + Action + Horror,4,2,0.007704457028390924
Drama + Comedy + Action + War,4,2,0.007704457028390924
Drama + Comedy + Action + Western,4,2,0.007704457028390924
Drama + Comedy + Adventure + Western,4,2,0.007704457028390924
Drama + Comedy + Animation + Short,4,2,0.007704457028390924
Drama + Comedy + Biography + Musical,4,2,0.007704457028390924
Drama + Comedy + Biography + Sport,4,2,0.007704457028390924
Drama + Comedy + Crime + Family,4,2,0.007704457028390924
Drama + Comedy + Crime + Fantasy,4,2,0.007704457028390924
Drama + Comedy + Crime + Sport,4,2,0.007704457028390924
Drama + Comedy + Documentary + History,4,2,0.007704457028390924
Drama + Comedy + Fantasy + Music,4,2,0.007704457028390924
Drama + Comedy + Horror + Fantasy,4,2,0.007704457028390924
Drama + Comedy + Mystery + Sci-Fi,4,2,0.007704457028390924
Drama + Comedy + Romance + Animation,4,2,0.007704457028390924
Drama + Comedy + Romance + Horror,4,2,0.007704457028390924
Drama + Comedy + Romance + Short,4,2,0.007704457028390924
Drama + Crime + Adventure + Western,4,2,0.007704457028390924
Drama + Crime + Biography + Sport,4,2,0.007704457028390924
Drama + Crime + Documentary + History,4,2,0.007704457028390924
Drama + Crime + Documentary + Mystery,4,2,0.007704457028390924
Drama + Crime + Music + Film-Noir,4,2,0.007704457028390924
Drama + Crime + Mystery + History,4,2,0.007704457028390924
Drama + Documentary + Biography + Music,4,2,0.007704457028390924
Drama + Documentary + Biography + War,4,2,0.007704457028390924
Drama + Family + Animation + Short,4,2,0.007704457028390924
Drama + Family + History + Musical,4,2,0.007704457028390924
Drama + Fantasy + Biography + History,4,2,0.007704457028390924
Drama + Fantasy + Family + Sport,4,2,0.007704457028390924
Drama + Horror + Fantasy + Short,4,2,0.007704457028390924
Drama + Horror + Sci-Fi + Fantasy,4,2,0.007704457028390924
Drama + Mystery + Fantasy + Family,4,2,0.007704457028390924
Drama + Romance + Action + History,4,2,0.007704457028390924
Drama + Romance + Action + Musical,4,2,0.007704457028390924
Drama + Romance + Action + Sport,4,2,0.007704457028390924
Drama + Romance + Adventure + Family,4,2,0.007704457028390924
Drama + Romance + Biography + Western,4,2,0.007704457028390924
Drama + Romance + Crime + Adventure,4,2,0.007704457028390924
Drama + Romance + Crime + History,4,2,0.007704457028390924
Drama + Romance + Crime + Musical,4,2,0.007704457028390924
Drama + Romance + Crime + Sport,4,2,0.007704457028390924
Drama + Romance + Crime + War,4,2,0.007704457028390924
Drama + Romance + Crime + Western,4,2,0.007704457028390924
Drama + Romance + Family + Music,4,2,0.007704457028390924
Drama + Romance + Family + Western,4,2,0.007704457028390924
Drama + Romance + Horror + Sci-Fi,4,2,0.007704457028390924
Drama + Romance + Sci-Fi + Animation,4,2,0.007704457028390924
Drama + Romance + Thriller + Fantasy,4,2,0.007704457028390924
Drama + Romance + Thriller + Western,4,2,0.007704457028390924
Drama + Thriller + Action + Sport,4,2,0.007704457028390924
Drama + Thriller + Adventure + Biography,4,2,0.007704457028390924
Drama + Thriller + Adventure + Mystery,4,2,0.007704457028390924
Drama + Thriller + Biography + War,4,2,0.007704457028390924
Drama + Thriller + Crime + Music,4,2,0.007704457028390924
Drama + Thriller + Documentary + History,4,2,0.007704457028390924
Drama + Thriller + Horror + Musical,4,2,0.007704457028390924
Drama + Thriller + Horror + War,4,2,0.007704457028390924
Drama + Thriller + Mystery + History,4,2,0.007704457028390924
Drama + Thriller + Mystery + War,4,2,0.007704457028390924
Drama + Thriller + Sci-Fi + Fantasy,4,2,0.007704457028390924
Drama + War + History + Music,4,2,0.007704457028390924
Mystery + Fantasy + Family + Animation,4,2,0.007704457028390924
Romance + Action + Adventure + History,4,2,0.007704457028390924
Romance + Adventure + War + History,4,2,0.007704457028390924
Romance + Fantasy + Family + Musical,4,2,0.007704457028390924
Romance + Thriller + Adventure + War,4,2,0.007704457028390924
Romance + Thriller + Crime + Horror,4,2,0.007704457028390924
Romance + Thriller + Horror + Fantasy,4,2,0.007704457028390924
Romance + Thriller + Horror + Mystery,4,2,0.007704457028390924
Romance + Thriller + Mystery + Fantasy,4,2,0.007704457028390924
Romance + Thriller + Mystery + Film-Noir,4,2,0.007704457028390924
Thriller + Action + Adventure + War,4,2,0.007704457028390924
